Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument
542020,AKI India Limited,AKI,AKI India Ltd,Active,M ,10.00,INE642Z01018,Other Apparels & Accessories,Equity,
542025,Sun Retail Limited,SUNRETAIL,Sun Retail Ltd,Active,M ,10.00,INE206Z01012,Comm.Trading  & Distribution,Equity,
542034,S. M. Gold Limited,SMGOLD,S. M. Gold Ltd,Active,B ,10.00,INE00Q901014,Other Apparels & Accessories,Equity,
542046,VIVID MERCANTILE LIMITED,VIVIDM,Vivid Mercantile Ltd,Active,M ,10.00,INE647Z01017,Realty,Equity,
542057,BCPL Railway Infrastructure Limited,BCPL,BCPL Railway Infrastructure Ltd,Active,B ,10.00,INE00SW01015,Construction & Engineering,Equity,
542066,ADANI TOTAL GAS LIMITED,ATGL,Adani Total Gas Ltd,Active,T ,1.00,INE399L01023,Integrated Oil & Gas,Equity,
542117,Netripples Software Limited,NETRIPPLES,Netripples Software Ltd,Active,X ,10.00,INE478B01018,IT Consulting & Software,Equity,
542123,The Phosphate Company Limited,PHOSPHATE,The Phosphate Company Ltd,Active,XT,10.00,INE398C01016,Fertilizers,Equity,
542131,Mirae Asset Mutual Fund,MAN50ETF,MIRAE ASSET NIFTY 50 ETF (MAN50ETF),Active,B ,100.00,INF769K01EG9,-,Equity,
542141,Techno Electric & Engineering Company Limited,TECHNOE,Techno Electric & Engineering Company Ltd,Active,A ,2.00,INE285K01026,Construction & Engineering,Equity,
542145,Roni Households Limited,RONI,Roni Households Ltd,Active,M ,10.00,INE02AP01013,Comm.Trading  & Distribution,Equity,
542146,Shree Krishna Infrastructure Limited,SKIFL,Shree Krishna Infrastructure Ltd,Active,M ,10.00,INE951Z01013,Realty,Equity,
542155,Diksha Greens Limited,DGL,Diksha Greens Ltd,Active,M ,10.00,INE01GR01018,Comm.Trading  & Distribution,Equity,
542156,ICICI Prudential Mutual Fund,IPRU3218,ICICI Prudential Bharat Consumption Fund - Series 5 - Cumulative Option,Active,B ,10.00,INF109KC1NO4,-,Equity,
542158,ICICI Prudential Mutual Fund,IPRU3219,ICICI Prudential Bharat Consumption Fund - Series 5 - Dividend Payout Option,Active,B ,10.00,INF109KC1NP1,-,Equity,
542160,ICICI Prudential Mutual Fund,IPRU9420,ICICI Prudential Bharat Consumption Fund - Series 5 -  Direct Plan - Cumulative Option,Active,B ,10.00,INF109KC1NQ9,-,Equity,
542163,ICICI Prudential Mutual Fund,IPRU9421,ICICI Prudential Bharat Consumption Fund - Series 5 -  Direct Plan - Dividend Payout  Option,Active,B ,10.00,INF109KC1NR7,-,Equity,
542176,Aryan Share & Stock Brokers Ltd.,ARYAN,Aryan Share and Stock Brokers Ltd,Active,XT,10.00,INE016X01010,Other Financial Services,Equity,
542206,NIVAKA FASHIONS LIMITED,NIVAKA,Nivaka Fashions Ltd,Active,X ,1.00,INE139E01028,Comm.Trading  & Distribution,Equity,
542216,DALMIA BHARAT LIMITED,DALBHARAT,Dalmia Bharat Ltd,Active,A ,2.00,INE00R701025,Cement & Cement Products,Equity,
542230,Aditya Birla Sun Life Mutual Fund,ABSLNN50ET,Aditya Birla Sun Life Nifty Next 50 ETF,Active,B ,10.00,INF209KB1B87,-,Equity,
542231,Nila Spaces Ltd,NILASPACES,Nila Spaces Ltd,Active,T ,1.00,INE00S901012,Realty,Equity,
542232,Shankar Lal Rampal Dye-Chem Limited,SRD,Shankar Lal Rampal Dye-Chem Ltd,Active,B ,10.00,INE01NE01012,Comm.Trading  & Distribution,Equity,
542233,Trejhara Solutions Limited,TREJHARA,Trejhara Solutions Ltd,Active,B ,10.00,INE00CA01015,IT Consulting & Software,Equity,
542244,Axis Mutual Fund,AXISCCDID,Axis Capital Builder Fund - Series 4 (1582 days) -,Active,B ,10.00,INF846K01K76,-,Equity,
542245,Axis Mutual Fund,AXISCCDGG,Axis Capital Builder Fund - Series 4 (1582 days) -Direct Plan - Growth Option,Active,B ,10.00,INF846K01K68,-,Equity,
542246,Axis Mutual Fund,AXISCCDPD,Axis Capital Builder Fund - Series 4 (1582 days) -Regular Plan - Dividend Payout Option,Active,B ,10.00,INF846K01K92,-,Equity,
542247,Axis Mutual Fund,AXISCCGPG,Axis Capital Builder Fund - Series 4 (1582 days) - Regular Plan - Growth Option,Active,B ,10.00,INF846K01K84,-,Equity,
542248,Deccan Health Care Limited,DECCAN,Deccan Health Care Ltd,Active,M ,10.00,INE452W01019,Healthcare Services,Equity,
542285,Axita Cotton Limited,AXITA,Axita Cotton Ltd,Active,M ,10.00,INE02EZ01014,Textiles,Equity,
542323,K.P.I. Global Infrastructure Limited,KPIGLOBAL,K.P.I. Global Infrastructure Ltd,Active,M ,10.00,INE542W01017,Electric Utilities,Equity,
542332,Hi-Klass Trading and Investment Limited,HIKLASS,Hi-Klass Trading and Investment Ltd,Active,XT,10.00,INE302R01016,Other Financial Services,Equity,
542333,RPSG VENTURES LIMITED,RPSGVENT,RPSG Ventures Ltd,Active,A ,10.00,INE425Y01011,IT Consulting & Software,Equity,
542337,Spencer's Retail Limited,SPENCER,Spencers Retail Ltd,Active,A ,5.00,INE020801028,Department Stores,Equity,
542351,Gloster Ltd,GLOSTERLTD,Gloster Ltd,Active,X ,10.00,INE350Z01018,Jute & Jute Products,Equity,
542367,Xelpmoc Design and Tech Limited,XELPMOC,Xelpmoc Design and Tech Ltd,Active,B ,10.00,INE01P501012,Internet Software & Services,Equity,
542376,SPA Capital Services Limited,SPACAPS,SPA Capital Services Ltd,Active,XT,10.00,INE726X01014,Other Financial Services,Equity,
542377,Aar Shyam India Investment Company Limited,AARSHYAM,Aar Shyam India Investment Company Ltd,Active,XT,10.00,INE512R01010,Finance (including NBFCs),Equity,
542383,Ritco Logistics Limited,RITCO,Ritco Logistics Ltd,Active,M ,10.00,INE01EG01016,Transportation - Logistics,Equity,
542399,Chalet Hotels Limited,CHALET,Chalet Hotels Ltd,Active,A ,10.00,INE427F01016,Hotels,Equity,
542437,Anmol India Limited,ANMOL,Anmol India Ltd,Active,B ,10.00,INE02AR01019,Distributors,Equity,
542446,Jonjua Overseas Limited,JONJUA,Jonjua Overseas Ltd,Active,M ,10.00,INE793Z01027,Consulting Services,Equity,
542459,Kranti Industries Limited,KRANTI,Kranti Industries Ltd,Active,M ,10.00,INE911T01010,Auto Parts & Equipment,Equity,
542460,The Anup Engineering Ltd,ANUP,The Anup Engineering Ltd,Active,B ,10.00,INE294Z01018,Industrial Machinery,Equity,
542484,Arvind Fashions Limited,ARVINDFASN,Arvind Fashions Ltd,Active,A ,4.00,INE955V01021,Other Apparels & Accessories,Equity,
542513,UTI Mutual Fund,UTISXN50,UTI S&P BSE Sensex Next 50 ETF,Active,B ,1.00,INF789F1AUU3,-,Equity,
542524,AMBASSADOR INTRA HOLDINGS LIMITED,AIHL,Ambassador Intra Holdings Ltd,Active,XT,10.00,INE342U01016,Comm.Trading  & Distribution,Equity,
542544,Jyot International Marketing Limited,JYOTIN,Jyot International Marketing Ltd,Active,XT,10.00,INE043R01016,Other Financial Services,Equity,
542579,Ashapuri Gold Ornament Limited,AGOL,Ashapuri Gold Ornament Ltd,Active,B ,10.00,INE05FR01011,Other Apparels & Accessories,Equity,
542580,Aartech Solonics Limited,AARTECH,Aartech Solonics Ltd,Active,M ,10.00,INE01C001018,Heavy Electrical Equipment,Equity,
542592,Humming Bird Education Limited,HBEL,Humming Bird Education Ltd,Active,M ,10.00,INE02PC01019,Education,Equity,
542597,MSTC Limited,MSTC,MSTC Ltd,Active,A ,10.00,INE255X01014,Comm.Trading  & Distribution,Equity,
542599,Roopshri Resorts Limited,ROOPSHRI,Roopshri Resorts Ltd,Active,M ,10.00,INE03WT01017,Hotels,Equity,
542627,Chandni Machines Limited,CHANDNIMACH,Chandni Machines Ltd,Active,X ,10.00,INE01GZ01011,Comm.Trading  & Distribution,Equity,
542628,Northern Spirits Limited,NSL,Northern Spirits Ltd,Active,M ,10.00,INE01BL01012,Comm.Trading  & Distribution,Equity,
542649,Rail Vikas Nigam Limited,RVNL,Rail Vikas Nigam Ltd,Active,A ,10.00,INE415G01027,Construction & Engineering,Equity,
542650,Metropolis Healthcare Limited,METROPOLIS,Metropolis Healthcare Ltd,Active,A ,2.00,INE112L01020,Healthcare Services,Equity,
542651,KPIT Technologies Ltd,KPITTECH,KPIT Technologies Ltd,Active,A ,10.00,INE04I401011,IT Consulting & Software,Equity,
542652,Polycab India Limited,POLYCAB,Polycab India Ltd,Active,A ,10.00,INE455K01017,Other Elect.Equip./ Prod.,Equity,
542653,JINAAM’S DRESS LIMITED,JINAAM,Jinaams Dress Ltd,Active,MT,10.00,INE011201014,Other Apparels & Accessories,Equity,
542654,V R FILMS & STUDIOS LIMITED,VRFILMS,V R Films & Studios Ltd,Active,M ,10.00,INE06LG01010,Specialty Retail,Equity,
542655,VIKAS LIFECARE LIMITED,VIKASLIFE,Vikas Lifecare Ltd,Active,B ,1.00,INE161L01027,Comm.Trading  & Distribution,Equity,
542665,Neogen Chemicals Limited,NEOGEN,Neogen Chemicals Ltd,Active,A ,10.00,INE136S01016,Specialty Chemicals,Equity,
542666,G. K. P. Printing & Packaging Limited,GKP,G. K. P. Printing & Packaging Ltd,Active,M ,10.00,INE05QJ01015,Containers & Packaging,Equity,
542667,White Organic Retail Limited,WORL,White Organic Retail Ltd,Active,B ,10.00,INE06CG01019,Food & Drugs Retailing,Equity,
542668,EVANS ELECTRIC LIMITED,EVANS,Evans Electric Ltd,Active,M ,10.00,INE06TD01010,Misc.Commercial Services,Equity,
542669,BMW INDUSTRIES LIMITED,BMW,BMW Industries Ltd,Active,XT,1.00,INE374E01021,Iron & Steel Products,Equity,
542670,ARTEMIS ELECTRICALS LIMITED,ARTEMISELC,Artemis Electricals Ltd,Active,B ,10.00,INE757T01017,Non-Durable Household Prod.,Equity,
542677,Mahesh Developers Limited,MAHESH,Mahesh Developers Ltd,Active,X ,10.00,INE01MO01013,Realty,Equity,
542678,Cian Healthcare Limited,CHCL,Cian Healthcare Ltd,Active,M ,10.00,INE05BN01019,Pharmaceuticals,Equity,
542679,Dhanashree Electronics Limited,DEL,Dhanashree Electronics Ltd,Active,X ,10.00,INE413F01016,Other Elect.Equip./ Prod.,Equity,
542682,Harish Textile Engineers Limited,HARISH,Harish Textile Engineers Ltd,Active,XT,10.00,INE01K301012,Industrial Machinery,Equity,
542684,Prakash Pipes Limited,PPL,Prakash Pipes Ltd,Active,B ,10.00,INE050001010,Plastic Products,Equity,
542685,Digicontent Limited,DGCONTENT,Digicontent Ltd,Active,T ,2.00,INE03JI01017,Publishing,Equity,
542694,Parshva Enterprises Limited,PARSHVA,Parshva Enterprises Ltd,Active,M ,10.00,INE05MV01019,Comm.Trading  & Distribution,Equity,
542721,Anand Rayons Limited,ARL,Anand Rayons Ltd,Active,M ,10.00,INE02GA01012,Comm.Trading  & Distribution,Equity,
542724,Earum Pharmaceuticals Limited,EARUM,Earum Pharmaceuticals Ltd,Active,M ,10.00,INE060601015,Pharmaceuticals,Equity,
542725,SBC EXPORTS LIMITED,SBC,SBC Exports Ltd,Active,M ,10.00,INE04AK01010,Other Apparels & Accessories,Equity,
542726,IndiaMART InterMESH Limited,INDIAMART,IndiaMART InterMESH Ltd,Active,A ,10.00,INE933S01016,Internet Software & Services,Equity,
542727,City Pulse Multiplex Limited,CPML,City Pulse Multiplex Ltd,Active,MT,10.00,INE056001014,Specialty Retail,Equity,
542728,SK International Export Limited,SKIEL,SK International Export Ltd,Active,M ,10.00,INE04ST01013,Other Apparels & Accessories,Equity,
542729,DCM NOUVELLE LIMITED,DCMNVL,DCM Nouvelle Ltd,Active,B ,10.00,INE08KP01019,Textiles,Equity,
542730,ICICI Prudential Mutual Fund,ICICIBANKN,ICICI Prudential Bank ETF,Active,B ,10.00,INF109KC1E27,-,Equity,
542747,Nippon India Mutual Fund,NETFSNX150,NIPPON INDIA ETF SENSEX NEXT 50,Active,B ,10.00,INF204KB15D0,-,Equity,
542752,Affle (India) Limited,AFFLE,Affle (India) Ltd,Active,T ,10.00,INE00WC01019,Advertising & Media,Equity,
542753,SEACOAST SHIPPING SERVICES LIMITED,SEACOAST,Seacoast Shipping Services Ltd,Active,X ,10.00,INE277T01016,Surface Transportation,Equity,
542758,ICICI Prudential Mutual Fund,ICICIBANKP,ICICI Prudential Private Banks ETF,Active,B ,10.00,INF109KC1E35,-,Equity,
542759,Spandana Sphoorty Financial Limited,SPANDANA,Spandana Sphoorty Financial Ltd,Active,A ,10.00,INE572J01011,Finance (including NBFCs),Equity,
542760,Sterling and Wilson Solar Limited,SWSOLAR,Sterling and Wilson Solar Ltd,Active,A ,1.00,INE00M201021,Heavy Electrical Equipment,Equity,
542771,Novateor Research Laboratories Limited,NOVATEOR,Novateor Research Laboratories Ltd,Active,M ,10.00,INE08JY01013,Personal Products,Equity,
542772,IIFL Wealth Management Limited,IIFLWAM,IIFL Wealth Management Ltd,Active,A ,2.00,INE466L01020,Other Financial Services,Equity,
542773,IIFL Securities Limited,IIFLSEC,IIFL Securities Ltd,Active,A ,2.00,INE489L01022,Other Financial Services,Equity,
542774,APM Finvest Limited,APMFINVEST,APM Finvest Ltd,Active,X ,2.00,INE08KJ01012,Finance (including NBFCs),Equity,
542801,Misquita Engineering Limited,MISQUITA,Misquita Engineering Ltd,Active,M ,10.00,INE957W01025,Industrial Machinery,Equity,
542802,Galactico Corporate Services Limited,GALACTICO,Galactico Corporate Services Ltd,Active,M ,10.00,INE906Y01010,Other Financial Services,Equity,
542803,Ellora Trading Limited,ELLORATRAD,Ellora Trading Ltd,Active,XT,10.00,INE560T01015,Comm.Trading  & Distribution,Equity,
542804,Nippon India Mutual Fund,NIESSPJ,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIVIDEND PLANDIVIDEND PAYOUT,Active,B ,10.00,INF204KB12F2,-,Equity,
542805,Nippon India Mutual Fund,NIESSPI,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT QUARTERLY DIVIDEND PLAN REINVESTMENT,Active,B ,10.00,INF204KB13E3,-,Equity,
542806,Nippon India Mutual Fund,NIESSPB,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT BONUS PLAN BONUS,Active,B ,10.00,INF204KB10E9,-,Equity,
542807,Nippon India Mutual Fund,NIESSPO,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - QUARTERLY DIVIDEND PLANDIVIDEND PAYOUT,Active,B ,10.00,INF204KB10F6,-,Equity,
542808,Nippon India Mutual Fund,NIESSPC,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT DIVIDEND PLAN DIVIDEND PAYOUT,Active,B ,10.00,INF204KB14E1,-,Equity,
542809,Nippon India Mutual Fund,NIESSPP,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - QUARTERLY DIVIDEND PLAN REINVESTMENT,Active,B ,10.00,INF204KB11F4,-,Equity,
542810,Nippon India Mutual Fund,NIESSPA,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - BONUS PLANBONUS,Active,B ,10.00,INF204KB18E2,-,Equity,
542811,Nippon India Mutual Fund,NIESSPG,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT MONTHLY DIVIDEND PLAN REINVESTMENT,Active,B ,10.00,INF204KB17E4,-,Equity,
542812,Gujarat Fluorochemicals Limited,FLUOROCHEM,Gujarat Fluorochemicals Ltd,Active,A ,1.00,INE09N301011,Specialty Chemicals,Equity,
542813,Nippon India Mutual Fund,NIEHSPA,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1- DIRECT DIVIDEND PLAN REINVESTMENT,Active,B ,10.00,INF204KB10G4,-,Equity,
542814,Nippon India Mutual Fund,NIEHSPB,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - DIRECT MONTHLY DIVIDEND PLAN DIVIDEND PAYOUT,Active,B ,10.00,INF204KB11G2,-,Equity,
542815,Nippon India Mutual Fund,NIEHSPC,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - DIRECT MONTHLY DIVIDEND PLAN REINVESTMENT,Active,B ,10.00,INF204KB12G0,-,Equity,
542816,Nippon India Mutual Fund,NIEHSPF,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - QUARTERLY DIVIDEND PLAN REINVESTMENT,Active,B ,10.00,INF204KB15G3,-,Equity,
542817,Nippon India Mutual Fund,NIEHSPI,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - DIRECT QUARTERLY DIVIDEND PLAN DIVIDEND PAYOUT,Active,B ,10.00,INF204KB17F1,-,Equity,
542818,Nippon India Mutual Fund,NIEHSPK,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - DIRECT QUARTERLY DIVIDEND PLAN REINVESTMENT,Active,B ,10.00,INF204KB18F9,-,Equity,
542819,Nippon India Mutual Fund,NIEHSPM,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - DIRECT DIVIDEND PLAN DIVIDEND PAYOUT,Active,B ,10.00,INF204KB19F7,-,Equity,
542820,Nippon India Mutual Fund,NIEHSPN,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - MONTHLY DIVIDEND PLAN REINVESTMENT,Active,B ,10.00,INF204KB19G5,-,Equity,
542830,Indian Railway Catering & Tourism Corporation Ltd,IRCTC,Indian Railway Catering and Tourism Corporation Ltd,Active,A ,10.00,INE335Y01012,Travel Support Services,Equity,
542836,Nippon India Mutual Fund,NIESSPD,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT DIVIDEND PLAN REINVESTMENT,Active,B ,10.00,INF204KB15E8,-,Equity,
542837,Nippon India Mutual Fund,NIESSPE,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT GROWTH PLAN GROWTH,Active,B ,10.00,INF204KB11E7,-,Equity,
542838,Nippon India Mutual Fund,NIESSPF,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT MONTHLY DIVIDEND PLAN DIVIDEND PAYOUT,Active,B ,10.00,INF204KB16E6,-,Equity,
542839,Nippon India Mutual Fund,NIEHSPD,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - GROWTH PLAN GROWTH,Active,B ,10.00,INF204KB13G8,-,Equity,
542840,Nippon India Mutual Fund,NIESSPH,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT QUARTERLY DIVIDEND PLAN DIVIDEND PAYOUT,Active,B ,10.00,INF204KB12E5,-,Equity,
542841,Nippon India Mutual Fund,NIEHSPE,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - QUARTERLY DIVIDEND PLAN DIVIDEND PAYOUT,Active,B ,10.00,INF204KB14G6,-,Equity,
542842,Nippon India Mutual Fund,NIESSPK,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIVIDEND PLAN REINVESTMENT,Active,B ,10.00,INF204KB13F0,-,Equity,
542843,Nippon India Mutual Fund,NIEHSPG,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - DIRECT GROWTH PLAN GROWTH,Active,B ,10.00,INF204KB16F3,-,Equity,
542844,Nippon India Mutual Fund,NIEHSPH,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - DIVIDEND PLAN DIVIDEND PAYOUT,Active,B ,10.00,INF204KB16G1,-,Equity,
542845,Nippon India Mutual Fund,NIEHSPJ,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - DIVIDEND PLAN REINVESTMENT,Active,B ,10.00,INF204KB17G9,-,Equity,
542846,Nippon India Mutual Fund,NIEHSPL,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - MONTHLY DIVIDEND PLAN DIVIDEND PAYOUT,Active,B ,10.00,INF204KB18G7,-,Equity,
542847,Nippon India Mutual Fund,NIESSPL,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - GROWTH PLAN GROWTH,Active,B ,10.00,INF204KB19E0,-,Equity,
542848,Nippon India Mutual Fund,NIESSPM,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - MONTHLY DIVIDEND PLANDIVIDEND PAYOUT,Active,B ,10.00,INF204KB14F8,-,Equity,
542849,Nippon India Mutual Fund,NIESSPN,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - MONTHLY DIVIDEND PLAN REINVESTMENT,Active,B ,10.00,INF204KB15F5,-,Equity,
542850,GOBLIN INDIA LIMITED,GOBLIN,Goblin India Ltd,Active,M ,10.00,INE492Z01018,Other Apparels & Accessories,Equity,
542851,Gensol Engineering Limited,GENSOL,Gensol Engineering Ltd,Active,M ,10.00,INE06H201014,Consulting Services,Equity,
542852,Vishwaraj Sugar Industries Limited,VISHWARAJ,Vishwaraj Sugar Industries Ltd,Active,B ,10.00,INE430N01014,Sugar,Equity,
542857,Greenpanel Industries Limited,GREENPANEL,Greenpanel Industries Ltd,Active,T ,1.00,INE08ZM01014,Forest Products,Equity,
542862,Shahlon Silk Industries Limited,SHAHLON,Shahlon Silk Industries Ltd,Active,X ,10.00,INE052001018,Textiles,Equity,
542863,Aditya Birla Sun Life Mutual Fund,ABSLBANETF,ADITYA BIRLA SUN LIFE BANKING ETF,Active,B ,10.00,INF209KB1O58,-,Equity,
542864,MOUNT HOUSING AND INFRASTRUCTURE LIMITED,MOUNT,Mount Housing and Infrastructure Ltd,Active,XT,10.00,INE444X01014,Realty,Equity,
542865,Anuroop Packaging Limited,ANUROOP,Anuroop Packaging Ltd,Active,M ,10.00,INE490Z01012,Containers & Packaging,Equity,
542866,JSG Leasing Limited,JSGLEASING,JSG Leasing Ltd,Active,XT,10.00,INE317W01014,Other Financial Services,Equity,
542867,CSB Bank Limited,CSBBANK,CSB Bank Ltd,Active,A ,10.00,INE679A01013,Banks,Equity,
542904,Ujjivan Small Finance Bank Limited,UJJIVANSFB,Ujjivan Small Finance Bank Ltd,Active,A ,10.00,INE551W01018,Banks,Equity,
542905,Somany Home Innovation Limited,SHIL,Somany Home Innovation Ltd,Active,T ,2.00,INE05AN01011,Other Elect.Equip./ Prod.,Equity,
542906,Easun Capital Markets Limited,EASUN,Easun Capital Markets Ltd,Active,XT,10.00,INE771C01014,Finance (including NBFCs),Equity,
542907,Prince Pipes and Fittings Limited,PRINCEPIPE,Prince Pipes and Fittings Ltd,Active,A ,10.00,INE689W01016,Plastic Products,Equity,
542911,Assam Entrade Limited,ASSAMENT,Assam Entrade Ltd,Active,XT,10.00,INE165G01010,Finance (including NBFCs),Equity,
542918,Gian Life Care Limited,GIANLIFE,Gian Life Care Ltd,Active,M ,10.00,INE063601012,Healthcare Services,Equity,
542919,Artemis Medicare Services Limited,ARTEMISMED,Artemis Medicare Services Ltd,Active,T ,10.00,INE025R01013,Healthcare Services,Equity,
542920,SUMITOMO CHEMICAL INDIA LIMITED,SUMICHEM,Sumitomo Chemical India Ltd,Active,A ,10.00,INE258G01013,Agrochemicals,Equity,
542921,ICICI Prudential Mutual Fund,ICICIM150,ICICI Prudential Midcap 150 ETF,Active,B ,10.00,INF109KC1G82,-,Equity,
542922,Mirae Asset Mutual Fund,MANXT50ETF,Mirae Asset Nifty Next 50 ETF (MANXT50ETF),Active,B ,275.00,INF769K01FN2,-,Equity,
542924,Janus Corporation Limited,JANUSCORP,Janus Corporation Ltd,Active,M ,10.00,INE04OV01018,Diversified,Equity,
542931,Vardhan Capital & Finance Limited,VARDHANCFL,Vardhan Capital & Finance Ltd,Active,XT,10.00,INE128G01018,Finance (including NBFCs),Equity,
542932,Birla Tyres Limited,BIRLATYRES,Birla Tyres Ltd,Active,B ,10.00,INE0AEJ01013,Auto Tyres & Rubber Products,Equity,
542933,UNIVERSUS PHOTO IMAGINGS LIMITED,UNIVPHOTO,Universus Photo Imagings Ltd,Active,B ,10.00,INE03V001013,Photographic Products,Equity,
542934,Chandra Bhagat Pharma Limited,CBPL,Chandra Bhagat Pharma Ltd,Active,M ,10.00,INE07QQ01016,Pharmaceuticals,Equity,
